Name,Level,Element,Damage,Damage Low,Damage High,STR,DEX,INT,CHA,LUK,END,WIS,Crit,Bonus,Melee Def,Pierce Def,Magic Def,Block,Parry,Dodge,All,Immobility,Health,Mana,Shrink,???,Bacon,Darkness,Disease,Energy,Evil,Fear,Fire,Good,Ice,Light,Metal,Nature,None,Poison,Silver,Stone,Water,Wind,Immobility+All,Health+All,Mana+All,Shrink+All,???+All,Bacon+All,Darkness+All,Disease+All,Energy+All,Evil+All,Fear+All,Fire+All,Good+All,Ice+All,Light+All,Metal+All,Nature+All,None+All,Poison+All,Silver+All,Stone+All,Water+All,Wind+All,DA,DC,Rare,Seasonal,DM,Guardian,Special Offer,Has Special,Item Type,Attack Type,Name No Link,Link
Rose Eternal Legacy Staff IV,50,Metal,72,65,79,0,0,7,4,4,5,5,7,5,3,3,3,0,0,0,0,0,-2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,-2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,1,0,0,0,0,0,0,Staff,Magic,Rose Eternal Legacy Staff IV,http://forums2.battleon.com/f/fb.asp?m=21102063
Rose Eternal Legacy Staff IX,78,Metal,90,75,105,0,0,12,6,6,8,8,11,8,7,7,7,1,1,1,0,0,-3,0,0,0,0,8,0,0,0,0,7,0,0,0,0,8,0,0,0,0,7,0,0,-3,0,0,0,0,8,0,0,0,0,7,0,0,0,0,8,0,0,0,0,7,0,0,1,0,0,0,0,0,0,Staff,Magic,Rose Eternal Legacy Staff IX,http://forums2.battleon.com/f/fb.asp?m=21102314
Rose Eternal Legacy Staff V,60,Metal,80,68,92,0,0,9,5,5,6,6,8,6,4,4,4,0,1,0,0,0,-2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,-2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,1,0,0,0,0,0,0,Staff,Magic,Rose Eternal Legacy Staff V,http://forums2.battleon.com/f/fb.asp?m=21102105
Rose Eternal Legacy Staff VI,70,Metal,86,78,94,0,0,10,6,6,7,7,10,7,5,5,5,0,1,1,0,0,-2,0,0,0,0,5,0,0,0,0,4,0,0,0,0,5,0,0,0,0,5,0,0,-2,0,0,0,0,5,0,0,0,0,4,0,0,0,0,5,0,0,0,0,5,0,0,1,0,0,0,0,0,0,Staff,Magic,Rose Eternal Legacy Staff VI,http://forums2.battleon.com/f/fb.asp?m=21102114
Rose Eternal Legacy Staff VII,73,Metal,87,78,96,0,0,11,6,6,7,7,10,8,6,6,6,1,1,1,0,0,-3,0,0,0,0,6,0,0,0,0,5,0,0,0,0,6,0,0,0,0,6,0,0,-3,0,0,0,0,6,0,0,0,0,5,0,0,0,0,6,0,0,0,0,6,0,0,1,0,0,0,0,0,0,Staff,Magic,Rose Eternal Legacy Staff VII,http://forums2.battleon.com/f/fb.asp?m=21102121
Rose Eternal Legacy Staff VIII,75,Metal,88,80,96,0,0,11,6,6,8,8,10,8,7,7,7,1,1,1,0,0,-3,0,0,0,0,7,0,0,0,0,6,0,0,0,0,7,0,0,0,0,6,0,0,-3,0,0,0,0,7,0,0,0,0,6,0,0,0,0,7,0,0,0,0,6,0,0,1,0,0,0,0,0,0,Staff,Magic,Rose Eternal Legacy Staff VIII,http://forums2.battleon.com/f/fb.asp?m=21102152
Rose Eternal Legacy Staff X,80,Metal,91,80,102,0,0,13,6,6,9,9,12,9,7,7,7,1,2,1,0,0,-4,0,0,0,0,9,0,0,0,0,8,0,0,0,0,9,0,0,0,0,8,0,0,-4,0,0,0,0,9,0,0,0,0,8,0,0,0,0,9,0,0,0,0,8,0,0,1,0,0,0,0,0,0,Staff,Magic,Rose Eternal Legacy Staff X,http://forums2.battleon.com/f/fb.asp?m=21102331
Rose Eternal Legacy Sword I,20,Metal,47,37,57,2,0,0,1,1,2,2,3,1,1,1,1,0,0,0,0,0,-1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sword,Melee,Rose Eternal Legacy Sword I,http://forums2.battleon.com/f/fb.asp?m=21099884
Rose Eternal Legacy Sword II,30,Metal,56,48,64,4,0,0,1,1,2,2,5,3,2,2,2,0,0,0,0,0,-1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,-1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sword,Melee,Rose Eternal Legacy Sword II,http://forums2.battleon.com/f/fb.asp?m=21099899
Rose Eternal Legacy Sword III,40,Metal,66,56,76,5,0,0,2,2,3,3,6,4,3,3,3,0,0,0,0,0,-1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,-1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,1,0,0,0,0,0,0,Sword,Melee,Rose Eternal Legacy Sword III,http://forums2.battleon.com/f/fb.asp?m=21099924
Rose Eternal Legacy Sword IV,50,Metal,72,65,79,7,0,0,4,4,5,5,7,5,3,3,3,0,0,0,0,0,-2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,-2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,1,0,0,0,0,0,0,Sword,Melee,Rose Eternal Legacy Sword IV,http://forums2.battleon.com/f/fb.asp?m=21099943
Rose Eternal Legacy Sword IX,78,Metal,90,75,105,12,0,0,6,6,8,8,11,8,7,7,7,1,1,1,0,0,-3,0,0,0,0,8,0,0,0,0,7,0,0,0,0,8,0,0,0,0,7,0,0,-3,0,0,0,0,8,0,0,0,0,7,0,0,0,0,8,0,0,0,0,7,0,0,1,0,0,0,0,0,0,Sword,Melee,Rose Eternal Legacy Sword IX,http://forums2.battleon.com/f/fb.asp?m=21100029
Rose Eternal Legacy Sword V,60,Metal,80,68,92,9,0,0,5,5,6,6,8,6,4,4,4,0,1,0,0,0,-2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,-2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,1,0,0,0,0,0,0,Sword,Melee,Rose Eternal Legacy Sword V,http://forums2.battleon.com/f/fb.asp?m=21099986
Rose Eternal Legacy Sword VI,70,Metal,86,78,94,10,0,0,6,6,7,7,10,7,5,5,5,0,1,1,0,0,-2,0,0,0,0,5,0,0,0,0,4,0,0,0,0,5,0,0,0,0,5,0,0,-2,0,0,0,0,5,0,0,0,0,4,0,0,0,0,5,0,0,0,0,5,0,0,1,0,0,0,0,0,0,Sword,Melee,Rose Eternal Legacy Sword VI,http://forums2.battleon.com/f/fb.asp?m=21100002
Rose Eternal Legacy Sword VII,73,Metal,87,78,96,11,0,0,6,6,7,7,10,8,6,6,6,1,1,1,0,0,-3,0,0,0,0,6,0,0,0,0,5,0,0,0,0,6,0,0,0,0,6,0,0,-3,0,0,0,0,6,0,0,0,0,5,0,0,0,0,6,0,0,0,0,6,0,0,1,0,0,0,0,0,0,Sword,Melee,Rose Eternal Legacy Sword VII,http://forums2.battleon.com/f/fb.asp?m=21100013
Rose Eternal Legacy Sword VIII,75,Metal,88,80,96,11,0,0,6,6,8,8,10,8,7,7,7,1,1,1,0,0,-3,0,0,0,0,7,0,0,0,0,6,0,0,0,0,7,0,0,0,0,6,0,0,-3,0,0,0,0,7,0,0,0,0,6,0,0,0,0,7,0,0,0,0,6,0,0,1,0,0,0,0,0,0,Sword,Melee,Rose Eternal Legacy Sword VIII,http://forums2.battleon.com/f/fb.asp?m=21100023
Rose Eternal Legacy Sword X,80,Metal,91,80,102,13,0,0,6,6,9,9,12,9,7,7,7,1,2,1,0,0,-4,0,0,0,0,9,0,0,0,0,8,0,0,0,0,9,0,0,0,0,8,0,0,-4,0,0,0,0,9,0,0,0,0,8,0,0,0,0,9,0,0,0,0,8,0,0,1,0,0,0,0,0,0,Sword,Melee,Rose Eternal Legacy Sword X,http://forums2.battleon.com/f/fb.asp?m=21100033
Rose Executioner Blade I,20,Silver,47,37,57,2,0,0,1,1,1,1,3,1,1,1,1,0,1,0,0,0,-1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sword,Melee,Rose Executioner Blade I,http://forums2.battleon.com/f/fb.asp?m=21100963
Rose Executioner Blade II,30,Silver,56,48,64,4,0,0,1,1,1,1,5,3,2,2,2,0,1,0,0,0,-1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,-1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sword,Melee,Rose Executioner Blade II,http://forums2.battleon.com/f/fb.asp?m=21100967
Rose Executioner Blade III,40,Silver,66,56,76,5,0,0,2,2,2,2,6,4,3,3,3,0,1,1,0,0,-1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,-1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,1,0,0,0,0,0,0,Sword,Melee,Rose Executioner Blade III,http://forums2.battleon.com/f/fb.asp?m=21100971
Rose Executioner Blade IV,50,Silver,72,65,79,7,0,0,4,4,4,4,7,5,3,3,3,0,2,1,0,0,-2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,-2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,1,0,0,0,0,0,0,Sword,Melee,Rose Executioner Blade IV,http://forums2.battleon.com/f/fb.asp?m=21100974
Rose Executioner Blade IX,78,Silver,90,75,105,12,0,0,6,6,7,7,11,9,7,7,7,1,3,2,0,0,-3,0,0,0,0,8,0,0,0,0,7,0,0,0,0,8,0,0,0,0,7,0,0,-3,0,0,0,0,8,0,0,0,0,7,0,0,0,0,8,0,0,0,0,7,0,0,1,0,0,0,0,0,0,Sword,Melee,Rose Executioner Blade IX,http://forums2.battleon.com/f/fb.asp?m=21100991
Rose Executioner Blade V,60,Silver,80,68,92,9,0,0,5,5,5,5,8,6,4,4,4,0,2,2,0,0,-2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,-2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,1,0,0,0,0,0,0,Sword,Melee,Rose Executioner Blade V,http://forums2.battleon.com/f/fb.asp?m=21100977
Rose Executioner Blade VI,70,Silver,86,78,94,10,0,0,6,6,6,6,10,8,5,5,5,0,2,2,0,0,-2,0,0,0,0,5,0,0,0,0,4,0,0,0,0,5,0,0,0,0,5,0,0,-2,0,0,0,0,5,0,0,0,0,4,0,0,0,0,5,0,0,0,0,5,0,0,1,0,0,0,0,0,0,Sword,Melee,Rose Executioner Blade VI,http://forums2.battleon.com/f/fb.asp?m=21100980
Rose Executioner Blade VII,73,Silver,87,78,96,11,0,0,6,6,6,6,10,9,6,6,6,0,2,2,0,0,-3,0,0,0,0,6,0,0,0,0,5,0,0,0,0,6,0,0,0,0,5,0,0,-3,0,0,0,0,6,0,0,0,0,5,0,0,0,0,6,0,0,0,0,5,0,0,1,0,0,0,0,0,0,Sword,Melee,Rose Executioner Blade VII,http://forums2.battleon.com/f/fb.asp?m=21100984
Rose Executioner Blade VIII,75,Silver,88,80,96,11,0,0,6,6,7,7,10,9,7,7,7,1,2,2,0,0,-3,0,0,0,0,7,0,0,0,0,6,0,0,0,0,7,0,0,0,0,6,0,0,-3,0,0,0,0,7,0,0,0,0,6,0,0,0,0,7,0,0,0,0,6,0,0,1,0,0,0,0,0,0,Sword,Melee,Rose Executioner Blade VIII,http://forums2.battleon.com/f/fb.asp?m=21100988
Rose Executioner Blade X,80,Silver,91,80,102,13,0,0,6,6,8,8,12,10,7,7,7,1,3,2,0,0,-4,0,0,0,0,9,0,0,0,0,8,0,0,0,0,9,0,0,0,0,8,0,0,-4,0,0,0,0,9,0,0,0,0,8,0,0,0,0,9,0,0,0,0,8,0,0,1,0,0,0,0,0,0,Sword,Melee,Rose Executioner Blade X,http://forums2.battleon.com/f/fb.asp?m=21100995
Rose Executioner Edge I,20,Silver,47,37,57,0,2,0,1,1,1,1,3,1,1,1,1,0,1,0,0,0,-1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Dagger,Pierce,Rose Executioner Edge I,http://forums2.battleon.com/f/fb.asp?m=21140378
Rose Executioner Edge II,30,Silver,56,48,64,0,4,0,1,1,1,1,5,3,2,2,2,0,1,0,0,0,-1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,-1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Dagger,Pierce,Rose Executioner Edge II,http://forums2.battleon.com/f/fb.asp?m=21140382
Rose Executioner Edge III,40,Silver,66,56,76,0,5,0,2,2,2,2,6,4,3,3,3,0,1,1,0,0,-1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,-1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,1,0,0,0,0,0,0,Dagger,Pierce,Rose Executioner Edge III,http://forums2.battleon.com/f/fb.asp?m=21140384
Rose Executioner Edge IV,50,Silver,72,65,79,0,7,0,4,4,4,4,7,5,3,3,3,0,2,1,0,0,-2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,-2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,1,0,0,0,0,0,0,Dagger,Pierce,Rose Executioner Edge IV,http://forums2.battleon.com/f/fb.asp?m=21140393
Rose Executioner Edge IX,78,Silver,90,75,105,0,12,0,6,6,7,7,11,9,7,7,7,1,3,2,0,0,-3,0,0,0,0,8,0,0,0,0,7,0,0,0,0,8,0,0,0,0,7,0,0,-3,0,0,0,0,8,0,0,0,0,7,0,0,0,0,8,0,0,0,0,7,0,0,1,0,0,0,0,0,0,Dagger,Pierce,Rose Executioner Edge IX,http://forums2.battleon.com/f/fb.asp?m=21140414
Rose Executioner Edge V,60,Silver,80,68,92,0,9,0,5,5,5,5,8,6,4,4,4,0,2,2,0,0,-2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,-2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,1,0,0,0,0,0,0,Dagger,Pierce,Rose Executioner Edge V,http://forums2.battleon.com/f/fb.asp?m=21140396
Rose Executioner Edge VI,70,Silver,86,78,94,0,10,0,6,6,6,6,10,8,5,5,5,0,2,2,0,0,-2,0,0,0,0,5,0,0,0,0,4,0,0,0,0,5,0,0,0,0,5,0,0,-2,0,0,0,0,5,0,0,0,0,4,0,0,0,0,5,0,0,0,0,5,0,0,1,0,0,0,0,0,0,Dagger,Pierce,Rose Executioner Edge VI,http://forums2.battleon.com/f/fb.asp?m=21140400
Rose Executioner Edge VII,73,Silver,87,78,96,0,11,0,6,6,6,6,10,9,6,6,6,0,2,2,0,0,-3,0,0,0,0,6,0,0,0,0,5,0,0,0,0,6,0,0,0,0,5,0,0,-3,0,0,0,0,6,0,0,0,0,5,0,0,0,0,6,0,0,0,0,5,0,0,1,0,0,0,0,0,0,Dagger,Pierce,Rose Executioner Edge VII,http://forums2.battleon.com/f/fb.asp?m=21140405
Rose Executioner Edge VIII,75,Silver,88,80,96,0,11,0,6,6,7,7,10,9,7,7,7,1,2,2,0,0,-3,0,0,0,0,7,0,0,0,0,6,0,0,0,0,7,0,0,0,0,6,0,0,-3,0,0,0,0,7,0,0,0,0,6,0,0,0,0,7,0,0,0,0,6,0,0,1,0,0,0,0,0,0,Dagger,Pierce,Rose Executioner Edge VIII,http://forums2.battleon.com/f/fb.asp?m=21140410
Rose Executioner Edge X,80,Silver,91,80,102,0,13,0,6,6,8,8,12,10,7,7,7,1,3,2,0,0,-4,0,0,0,0,9,0,0,0,0,8,0,0,0,0,9,0,0,0,0,8,0,0,-4,0,0,0,0,9,0,0,0,0,8,0,0,0,0,9,0,0,0,0,8,0,0,1,0,0,0,0,0,0,Dagger,Pierce,Rose Executioner Edge X,http://forums2.battleon.com/f/fb.asp?m=21140418
Rose Legacy Dagger I,20,Metal,41,29,53,0,1,0,1,1,1,1,2,1,1,1,1,0,0,0,0,0,-1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dagger,Pierce,Rose Legacy Dagger I,http://forums2.battleon.com/f/fb.asp?m=21140152
Rose Legacy Dagger II,30,Metal,51,42,60,0,3,0,1,1,1,1,4,3,2,2,2,0,0,0,0,0,-1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,-1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dagger,Pierce,Rose Legacy Dagger II,http://forums2.battleon.com/f/fb.asp?m=21140155
Rose Legacy Dagger III,40,Metal,61,50,72,0,4,0,2,2,2,2,5,4,3,3,3,0,0,0,0,0,-1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,-1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Dagger,Pierce,Rose Legacy Dagger III,http://forums2.battleon.com/f/fb.asp?m=21140164
Rose Legacy Dagger IV,50,Metal,68,61,75,0,6,0,4,4,4,4,6,5,3,3,3,0,0,0,0,0,-2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,-2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,Dagger,Pierce,Rose Legacy Dagger IV,http://forums2.battleon.com/f/fb.asp?m=21140167
Rose Legacy Dagger IX,78,Metal,87,73,101,0,11,0,6,6,7,7,10,8,7,7,7,1,1,1,0,0,-3,0,0,0,0,8,0,0,0,0,7,0,0,0,0,8,0,0,0,0,7,0,0,-3,0,0,0,0,8,0,0,0,0,7,0,0,0,0,8,0,0,0,0,7,0,1,0,0,0,0,0,0,0,Dagger,Pierce,Rose Legacy Dagger IX,http://forums2.battleon.com/f/fb.asp?m=21140179
Rose Legacy Dagger V,60,Metal,75,62,88,0,8,0,5,5,5,5,7,6,4,4,4,0,1,0,0,0,-2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,-2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,Dagger,Pierce,Rose Legacy Dagger V,http://forums2.battleon.com/f/fb.asp?m=21140168
Rose Legacy Dagger VI,70,Metal,81,72,90,0,9,0,6,6,6,6,9,7,5,5,5,0,1,1,0,0,-2,0,0,0,0,5,0,0,0,0,4,0,0,0,0,5,0,0,0,0,5,0,0,-2,0,0,0,0,5,0,0,0,0,4,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,Dagger,Pierce,Rose Legacy Dagger VI,http://forums2.battleon.com/f/fb.asp?m=21140169
Rose Legacy Dagger VII,73,Metal,84,76,92,0,10,0,6,6,6,6,9,8,6,6,6,1,1,1,0,0,-3,0,0,0,0,6,0,0,0,0,5,0,0,0,0,6,0,0,0,0,5,0,0,-3,0,0,0,0,6,0,0,0,0,5,0,0,0,0,6,0,0,0,0,5,0,1,0,0,0,0,0,0,0,Dagger,Pierce,Rose Legacy Dagger VII,http://forums2.battleon.com/f/fb.asp?m=21140175
Rose Legacy Dagger VIII,75,Metal,85,76,94,0,10,0,6,6,6,6,9,8,7,7,7,1,1,1,0,0,-3,0,0,0,0,7,0,0,0,0,6,0,0,0,0,7,0,0,0,0,6,0,0,-3,0,0,0,0,7,0,0,0,0,6,0,0,0,0,7,0,0,0,0,6,0,1,0,0,0,0,0,0,0,Dagger,Pierce,Rose Legacy Dagger VIII,http://forums2.battleon.com/f/fb.asp?m=21140177
Rose Legacy Dagger X,80,Metal,88,74,102,0,12,0,6,6,7,7,11,9,7,7,7,1,2,1,0,0,-4,0,0,0,0,9,0,0,0,0,8,0,0,0,0,9,0,0,0,0,8,0,0,-4,0,0,0,0,9,0,0,0,0,8,0,0,0,0,9,0,0,0,0,8,0,1,0,0,0,0,0,0,0,Dagger,Pierce,Rose Legacy Dagger X,http://forums2.battleon.com/f/fb.asp?m=21140181
Rose Legacy Staff I,20,Metal,41,29,53,0,0,1,1,1,1,1,2,1,1,1,1,0,0,0,0,0,-1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Staff,Magic,Rose Legacy Staff I,http://forums2.battleon.com/f/fb.asp?m=21113804
Rose Legacy Staff II,30,Metal,51,42,60,0,0,3,1,1,1,1,4,3,2,2,2,0,0,0,0,0,-1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,-1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Staff,Magic,Rose Legacy Staff II,http://forums2.battleon.com/f/fb.asp?m=21113810
Rose Legacy Staff III,40,Metal,61,50,72,0,0,4,2,2,2,2,5,4,3,3,3,0,0,0,0,0,-1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,-1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Staff,Magic,Rose Legacy Staff III,http://forums2.battleon.com/f/fb.asp?m=21113811
Rose Legacy Staff IV,50,Metal,68,61,75,0,0,6,4,4,4,4,6,5,3,3,3,0,0,0,0,0,-2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,-2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,Staff,Magic,Rose Legacy Staff IV,http://forums2.battleon.com/f/fb.asp?m=21113812
Rose Legacy Staff IX,78,Metal,87,73,101,0,0,11,6,6,7,7,10,8,7,7,7,1,1,1,0,0,-3,0,0,0,0,8,0,0,0,0,7,0,0,0,0,8,0,0,0,0,7,0,0,-3,0,0,0,0,8,0,0,0,0,7,0,0,0,0,8,0,0,0,0,7,0,1,0,0,0,0,0,0,0,Staff,Magic,Rose Legacy Staff IX,http://forums2.battleon.com/f/fb.asp?m=21113827
Rose Legacy Staff V,60,Metal,75,62,88,0,0,8,5,5,5,5,7,6,4,4,4,0,1,0,0,0,-2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,-2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,Staff,Magic,Rose Legacy Staff V,http://forums2.battleon.com/f/fb.asp?m=21113814
Rose Legacy Staff VI,70,Metal,81,72,90,0,0,9,6,6,6,6,9,7,5,5,5,0,1,1,0,0,-2,0,0,0,0,5,0,0,0,0,4,0,0,0,0,5,0,0,0,0,5,0,0,-2,0,0,0,0,5,0,0,0,0,4,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,Staff,Magic,Rose Legacy Staff VI,http://forums2.battleon.com/f/fb.asp?m=21113819
Rose Legacy Staff VII,73,Metal,84,76,92,0,0,10,6,6,6,6,9,8,6,6,6,1,1,1,0,0,-3,0,0,0,0,6,0,0,0,0,5,0,0,0,0,6,0,0,0,0,5,0,0,-3,0,0,0,0,6,0,0,0,0,5,0,0,0,0,6,0,0,0,0,5,0,1,0,0,0,0,0,0,0,Staff,Magic,Rose Legacy Staff VII,http://forums2.battleon.com/f/fb.asp?m=21113821
Rose Legacy Staff VIII,75,Metal,85,76,94,0,0,10,6,6,6,6,9,8,7,7,7,1,1,1,0,0,-3,0,0,0,0,7,0,0,0,0,6,0,0,0,0,7,0,0,0,0,6,0,0,-3,0,0,0,0,7,0,0,0,0,6,0,0,0,0,7,0,0,0,0,6,0,1,0,0,0,0,0,0,0,Staff,Magic,Rose Legacy Staff VIII,http://forums2.battleon.com/f/fb.asp?m=21113824
Rose Legacy Staff X,80,Metal,88,74,102,0,0,12,6,6,7,7,11,9,7,7,7,1,2,1,0,0,-4,0,0,0,0,9,0,0,0,0,8,0,0,0,0,9,0,0,0,0,8,0,0,-4,0,0,0,0,9,0,0,0,0,8,0,0,0,0,9,0,0,0,0,8,0,1,0,0,0,0,0,0,0,Staff,Magic,Rose Legacy Staff X,http://forums2.battleon.com/f/fb.asp?m=21113828
Rose Legacy Sword I,20,Metal,41,29,53,1,0,0,1,1,1,1,2,1,1,1,1,0,0,0,0,0,-1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sword,Melee,Rose Legacy Sword I,http://forums2.battleon.com/f/fb.asp?m=21106528
Rose Legacy Sword II,30,Metal,51,42,60,3,0,0,1,1,1,1,4,3,2,2,2,0,0,0,0,0,-1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,-1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sword,Melee,Rose Legacy Sword II,http://forums2.battleon.com/f/fb.asp?m=21106540
Rose Legacy Sword III,40,Metal,61,50,72,4,0,0,2,2,2,2,5,4,3,3,3,0,0,0,0,0,-1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,-1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Sword,Melee,Rose Legacy Sword III,http://forums2.battleon.com/f/fb.asp?m=21106542
Rose Legacy Sword IV,50,Metal,68,61,75,6,0,0,4,4,4,4,6,5,3,3,3,0,0,0,0,0,-1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,-1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,Sword,Melee,Rose Legacy Sword IV,http://forums2.battleon.com/f/fb.asp?m=21106551
Rose Legacy Sword IX,78,Metal,87,73,101,11,0,0,6,6,7,7,10,8,7,7,7,1,1,1,0,0,-3,0,0,0,0,8,0,0,0,0,7,0,0,0,0,8,0,0,0,0,7,0,0,-3,0,0,0,0,8,0,0,0,0,7,0,0,0,0,8,0,0,0,0,7,0,1,0,0,0,0,0,0,0,Sword,Melee,Rose Legacy Sword IX,http://forums2.battleon.com/f/fb.asp?m=21112071
Rose Legacy Sword V,60,Metal,75,62,88,8,0,0,5,5,4,4,7,6,4,4,4,0,1,0,0,0,-2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,-2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,Sword,Melee,Rose Legacy Sword V,http://forums2.battleon.com/f/fb.asp?m=21106553
